metric  	dataset      	model   	index	config                                                            	ms	ts	ds	mean	lb	ub	ss	rank
f1.weigh	ampiab-ml-22 	Linear  	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  110.0	 2332.0	 2222.0	0.564000	0.556000	0.571000	 50	8.0
f1.weigh	elsio1       	Linear  	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	   30.0	  630.0	  600.0	0.699000	0.692000	0.706000	 50	6.5
f1.weigh	elsio1-ml-11 	Linear  	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	   55.0	 1331.0	 1276.0	0.223000	0.216000	0.230000	 50	8.0
f1.weigh	elsio1-ml-22 	Linear  	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  110.0	 1782.0	 1672.0	0.445000	0.438000	0.452000	 50	8.0
f1.weigh	whoqol       	Ridge   	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   10.0	   18.0	    8.0	0.959000	0.947000	0.972000	 50	3.0
f1.weigh	whoqol-ml-11 	Ridge   	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	   55.0	 1067.0	 1012.0	0.494000	0.474000	0.514000	 50	7.0
f1.weigh	whoqol-ml-22 	Ridge   	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	  110.0	 2113.0	 2003.0	0.670000	0.656000	0.686000	 50	6.0
f1.weigh	ampiab       	Ridge   	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	   18.0	  180.0	  162.0	0.613000	0.603000	0.622000	 50	6.0
f1.weigh	ampiab-ml-11 	Ridge   	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	   66.0	  176.0	  110.0	0.509000	0.500000	0.517000	 50	6.0
f1.weigh	ampiab-ml-22 	Ridge   	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  132.0	 2332.0	 2200.0	0.752000	0.747000	0.757000	 50	6.0
f1.weigh	elsio1       	Ridge   	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	   36.0	  630.0	  594.0	0.702000	0.697000	0.708000	 50	4.5
f1.weigh	elsio1-ml-11 	Ridge   	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	   66.0	 1331.0	 1265.0	0.428000	0.419000	0.438000	 50	7.0
f1.weigh	elsio1-ml-22 	Ridge   	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  132.0	 1782.0	 1650.0	0.615000	0.609000	0.622000	 50	7.0
f1.weigh	whoqol       	MLP     	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	0.982000	0.975000	0.989000	 50	2.0
f1.weigh	whoqol-ml-11 	MLP     	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	 1056.1	 1067.0	   10.9	0.726000	0.707000	0.747000	 50	3.0
f1.weigh	whoqol-ml-22 	MLP     	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	 2111.8	 2113.0	    1.2	0.760000	0.746000	0.773000	 50	2.0
f1.weigh	ampiab       	MLP     	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.1	  180.0	   -0.1	0.669000	0.658000	0.681000	 50	5.0
f1.weigh	ampiab-ml-11 	MLP     	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	  165.0	  176.0	   11.0	0.473000	0.451000	0.495000	 50	8.0
f1.weigh	ampiab-ml-22 	MLP     	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2309.6	 2332.0	   22.4	0.891000	0.887000	0.896000	 50	2.0
f1.weigh	elsio1       	MLP     	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  630.0	  630.0	    0.0	0.702000	0.694000	0.710000	 50	4.5
f1.weigh	elsio1-ml-11 	MLP     	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1320.0	 1331.0	   11.0	0.923000	0.918000	0.928000	 50	1.0
f1.weigh	elsio1-ml-22 	MLP     	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1760.2	 1782.0	   21.8	0.900000	0.897000	0.903000	 50	1.0
f1.weigh	whoqol       	DT      	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	   -0.0	0.881000	0.860000	0.903000	 50	4.5
f1.weigh	whoqol-ml-11 	DT      	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	   92.9	 1067.0	  974.1	0.702000	0.679000	0.725000	 50	5.0
f1.weigh	whoqol-ml-22 	DT      	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	  214.2	 2113.0	 1898.8	0.643000	0.626000	0.661000	 50	7.0
f1.weigh	ampiab       	DT      	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  183.0	  180.0	   -3.0	0.696000	0.683000	0.711000	 50	3.0
f1.weigh	ampiab-ml-11 	DT      	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	  164.7	  176.0	   11.3	0.467000	0.450000	0.485000	 50	9.0
f1.weigh	ampiab-ml-22 	DT      	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  679.4	 2332.0	 1652.6	0.888000	0.884000	0.893000	 50	3.0
f1.weigh	elsio1       	DT      	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  541.1	  630.0	   88.9	0.691000	0.685000	0.697000	 50	8.0
f1.weigh	elsio1-ml-11 	DT      	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  341.0	 1331.0	  990.0	0.909000	0.904000	0.915000	 50	2.0
f1.weigh	elsio1-ml-22 	DT      	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  989.8	 1782.0	  792.2	0.892000	0.889000	0.896000	 50	2.0
f1.weigh	whoqol       	RF      	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.1	   18.0	   -0.1	0.881000	0.860000	0.901000	 50	4.5
f1.weigh	whoqol-ml-11 	RF      	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	  712.8	 1067.0	  354.2	0.750000	0.729000	0.771000	 50	2.0
f1.weigh	whoqol-ml-22 	RF      	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	 2106.7	 2113.0	    6.3	0.702000	0.688000	0.716000	 50	4.0
f1.weigh	ampiab       	RF      	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.4	  180.0	   -0.4	0.691000	0.673000	0.711000	 50	4.0
f1.weigh	ampiab-ml-11 	RF      	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	  165.1	  176.0	   10.9	0.491000	0.476000	0.508000	 50	7.0
f1.weigh	ampiab-ml-22 	RF      	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2338.9	 2332.0	   -6.9	0.828000	0.817000	0.839000	 50	4.0
f1.weigh	elsio1       	RF      	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  648.9	  630.0	  -18.9	0.718000	0.710000	0.726000	 50	3.0
f1.weigh	elsio1-ml-11 	RF      	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1321.0	 1331.0	   10.0	0.770000	0.702000	0.851000	 50	5.0
f1.weigh	elsio1-ml-22 	RF      	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1766.3	 1782.0	   15.7	0.840000	0.835000	0.845000	 50	5.0
f1.weigh	whoqol       	BRDT    	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.2	   18.0	   -0.2	0.863000	0.841000	0.887000	 50	6.0
f1.weigh	whoqol-ml-11 	BRDT    	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	  191.1	 1067.0	  875.9	0.714000	0.693000	0.734000	 50	4.0
f1.weigh	whoqol-ml-22 	BRDT    	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	  752.2	 2113.0	 1360.8	0.677000	0.666000	0.689000	 50	5.0
f1.weigh	ampiab       	BRDT    	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.6	  180.0	   -0.6	0.700000	0.685000	0.716000	 50	2.0
f1.weigh	ampiab-ml-11 	BRDT    	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	  165.9	  176.0	   10.1	0.510000	0.499000	0.522000	 50	5.0
f1.weigh	ampiab-ml-22 	BRDT    	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2272.4	 2332.0	   59.6	0.905000	0.902000	0.910000	 50	1.0
f1.weigh	elsio1       	BRDT    	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  632.7	  630.0	   -2.7	0.728000	0.721000	0.735000	 50	2.0
f1.weigh	elsio1-ml-11 	BRDT    	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  600.9	 1331.0	  730.1	0.907000	0.902000	0.912000	 50	3.0
f1.weigh	elsio1-ml-22 	BRDT    	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1761.1	 1782.0	   20.9	0.866000	0.857000	0.874000	 50	3.0
f1.weigh	whoqol       	BRRF    	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	0.836000	0.813000	0.859000	 50	7.0
f1.weigh	whoqol-ml-11 	BRRF    	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	 1055.1	 1067.0	   11.9	0.673000	0.649000	0.696000	 50	6.0
f1.weigh	whoqol-ml-22 	BRRF    	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	 2123.8	 2113.0	  -10.8	0.703000	0.691000	0.716000	 50	3.0
f1.weigh	ampiab       	BRRF    	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  179.9	  180.0	    0.1	0.590000	0.574000	0.605000	 50	7.0
f1.weigh	ampiab-ml-11 	BRRF    	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	  164.2	  176.0	   11.8	0.519000	0.511000	0.529000	 50	4.0
f1.weigh	ampiab-ml-22 	BRRF    	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2343.4	 2332.0	  -11.4	0.729000	0.709000	0.749000	 50	7.0
f1.weigh	elsio1       	BRRF    	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  630.1	  630.0	   -0.1	0.699000	0.693000	0.705000	 50	6.5
f1.weigh	elsio1-ml-11 	BRRF    	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1328.4	 1331.0	    2.6	0.760000	0.741000	0.779000	 50	6.0
f1.weigh	elsio1-ml-22 	BRRF    	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1758.6	 1782.0	   23.4	0.752000	0.734000	0.778000	 50	6.0
f1.weigh	whoqol       	Random  	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	    1.0	   18.0	   17.0	0.498000	0.475000	0.522000	 50	9.0
f1.weigh	whoqol-ml-11 	Random  	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	    1.0	 1067.0	 1066.0	0.014000	0.007000	0.021000	 50	9.0
f1.weigh	whoqol-ml-22 	Random  	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	    1.0	 2113.0	 2112.0	0.381000	0.375000	0.387000	 50	9.0
f1.weigh	ampiab       	Random  	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	    1.0	  180.0	  179.0	0.326000	0.313000	0.338000	 50	9.0
f1.weigh	ampiab-ml-11 	Random  	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	    1.0	  176.0	  175.0	0.526000	0.518000	0.533000	 50	3.0
f1.weigh	ampiab-ml-22 	Random  	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	    1.0	 2332.0	 2331.0	0.007000	0.005000	0.008000	 50	9.0
f1.weigh	elsio1       	Random  	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	    1.0	  630.0	  629.0	0.242000	0.231000	0.254000	 50	9.0
f1.weigh	elsio1-ml-11 	Random  	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	    1.0	 1331.0	 1330.0	0.001000	0.000000	0.002000	 50	9.0
f1.weigh	elsio1-ml-22 	Random  	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	 1782.0	 1781.0	0.003000	0.002000	0.004000	 50	9.0
ktau    	whoqol-lr-11 	Polygrid	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	  793.0	  793.0	    0.0	0.867000	0.844000	0.891000	 50	1.0
ktau    	whoqol-lr-22 	Polygrid	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	 1606.0	 1606.0	    0.0	0.413000	0.388000	0.438000	 50	2.0
ktau    	ampiab-lr-11 	Polygrid	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1166.0	 1166.0	    0.0	0.892000	0.882000	0.902000	 50	5.0
ktau    	ampiab-lr-22 	Polygrid	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  682.0	  682.0	    0.0	0.400000	0.386000	0.413000	 50	3.0
ktau    	elsio1-lr-11 	Polygrid	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	  682.0	  682.0	    0.0	0.900000	0.888000	0.913000	 50	2.0
ktau    	elsio1-lr-22 	Polygrid	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2332.0	 2332.0	    0.0	0.401000	0.383000	0.420000	 50	5.0
ktau    	whoqol-lr-11 	Linear  	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	   44.0	  793.0	  749.0	0.144000	0.082000	0.208000	 50	8.0
ktau    	whoqol-lr-22 	Linear  	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	   88.0	 1606.0	 1518.0	0.130000	0.093000	0.167000	 50	8.0
ktau    	ampiab-lr-11 	Linear  	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	   55.0	 1166.0	 1111.0	0.715000	0.691000	0.740000	 50	8.0
ktau    	ampiab-lr-22 	Linear  	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  110.0	  682.0	  572.0	0.137000	0.122000	0.151000	 50	8.0
ktau    	elsio1-lr-11 	Linear  	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	   55.0	  682.0	  627.0	0.673000	0.646000	0.701000	 50	8.0
ktau    	elsio1-lr-22 	Linear  	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  110.0	 2332.0	 2222.0	0.226000	0.213000	0.239000	 50	8.0
ktau    	whoqol-lr-11 	Ridge   	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	   55.0	  793.0	  738.0	0.513000	0.468000	0.558000	 50	7.0
ktau    	whoqol-lr-22 	Ridge   	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	  110.0	 1606.0	 1496.0	0.187000	0.158000	0.216000	 50	7.0
ktau    	ampiab-lr-11 	Ridge   	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	   66.0	 1166.0	 1100.0	0.788000	0.771000	0.806000	 50	7.0
ktau    	ampiab-lr-22 	Ridge   	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  132.0	  682.0	  550.0	0.274000	0.262000	0.286000	 50	5.0
ktau    	elsio1-lr-11 	Ridge   	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	   66.0	  682.0	  616.0	0.681000	0.650000	0.710000	 50	7.0
ktau    	elsio1-lr-22 	Ridge   	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  132.0	 2332.0	 2200.0	0.278000	0.267000	0.289000	 50	7.0
ktau    	whoqol-lr-11 	MLP     	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	  792.1	  793.0	    0.9	0.734000	0.695000	0.772000	 50	2.0
ktau    	whoqol-lr-22 	MLP     	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	 1583.7	 1606.0	   22.3	0.238000	0.208000	0.267000	 50	6.0
ktau    	ampiab-lr-11 	MLP     	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1155.1	 1166.0	   10.9	0.935000	0.923000	0.947000	 50	2.0
ktau    	ampiab-lr-22 	MLP     	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  660.4	  682.0	   21.6	0.468000	0.452000	0.485000	 50	2.0
ktau    	elsio1-lr-11 	MLP     	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	  671.3	  682.0	   10.7	0.909000	0.899000	0.920000	 50	1.0
ktau    	elsio1-lr-22 	MLP     	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2309.6	 2332.0	   22.4	0.535000	0.517000	0.556000	 50	2.0
ktau    	whoqol-lr-11 	DT      	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	   93.6	  793.0	  699.4	0.559000	0.511000	0.605000	 50	6.0
ktau    	whoqol-lr-22 	DT      	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	  234.2	 1606.0	 1371.8	0.453000	0.420000	0.486000	 50	1.0
ktau    	ampiab-lr-11 	DT      	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  189.6	 1166.0	  976.4	0.918000	0.907000	0.928000	 50	3.0
ktau    	ampiab-lr-22 	DT      	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  656.7	  682.0	   25.3	0.655000	0.639000	0.672000	 50	1.0
ktau    	elsio1-lr-11 	DT      	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	  346.1	  682.0	  335.9	0.882000	0.871000	0.893000	 50	3.0
ktau    	elsio1-lr-22 	DT      	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1203.2	 2332.0	 1128.8	0.673000	0.662000	0.683000	 50	1.0
ktau    	whoqol-lr-11 	RF      	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	  706.8	  793.0	   86.2	0.645000	0.597000	0.694000	 50	4.0
ktau    	whoqol-lr-22 	RF      	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	 1595.6	 1606.0	   10.4	0.291000	0.266000	0.315000	 50	4.0
ktau    	ampiab-lr-11 	RF      	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1159.2	 1166.0	    6.8	0.899000	0.886000	0.912000	 50	4.0
ktau    	ampiab-lr-22 	RF      	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  660.4	  682.0	   21.6	0.253000	0.234000	0.271000	 50	6.0
ktau    	elsio1-lr-11 	RF      	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	  673.6	  682.0	    8.4	0.830000	0.812000	0.848000	 50	5.0
ktau    	elsio1-lr-22 	RF      	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2342.9	 2332.0	  -10.9	0.416000	0.396000	0.439000	 50	3.0
ktau    	whoqol-lr-11 	BRDT    	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	  236.7	  793.0	  556.3	0.643000	0.598000	0.688000	 50	5.0
ktau    	whoqol-lr-22 	BRDT    	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	 1393.4	 1606.0	  212.6	0.296000	0.268000	0.324000	 50	3.0
ktau    	ampiab-lr-11 	BRDT    	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  443.0	 1166.0	  723.0	0.945000	0.936000	0.954000	 50	1.0
ktau    	ampiab-lr-22 	BRDT    	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  665.1	  682.0	   16.9	0.300000	0.286000	0.314000	 50	4.0
ktau    	elsio1-lr-11 	BRDT    	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	  668.9	  682.0	   13.1	0.869000	0.856000	0.882000	 50	4.0
ktau    	elsio1-lr-22 	BRDT    	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2323.1	 2332.0	    8.9	0.410000	0.366000	0.456000	 50	4.0
ktau    	whoqol-lr-11 	BRRF    	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	  793.6	  793.0	   -0.6	0.646000	0.592000	0.701000	 50	3.0
ktau    	whoqol-lr-22 	BRRF    	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	 1582.6	 1606.0	   23.4	0.256000	0.223000	0.290000	 50	5.0
ktau    	ampiab-lr-11 	BRRF    	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1162.7	 1166.0	    3.3	0.887000	0.872000	0.903000	 50	6.0
ktau    	ampiab-lr-22 	BRRF    	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  660.0	  682.0	   22.0	0.191000	0.173000	0.208000	 50	7.0
ktau    	elsio1-lr-11 	BRRF    	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	  670.3	  682.0	   11.7	0.757000	0.727000	0.790000	 50	6.0
ktau    	elsio1-lr-22 	BRRF    	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2309.4	 2332.0	   22.6	0.288000	0.259000	0.319000	 49	6.0
ktau    	whoqol-lr-11 	Random  	 3032	(3, 6, 'averages', 's-invariant', 'miss', 'lstsq', 'single')      	    1.0	  793.0	  792.0	-0.017000	-0.061000	0.027000	 50	9.0
ktau    	whoqol-lr-22 	Random  	 3081	(3, 6, 'rho', 's-invariant', 'miss', 'lstsq', 'multiple')         	    1.0	 1606.0	 1605.0	0.046000	-0.026000	0.115000	 50	9.0
ktau    	ampiab-lr-11 	Random  	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	    1.0	 1166.0	 1165.0	-0.210000	-0.704000	0.285000	  4	9.0
ktau    	ampiab-lr-22 	Random  	 1457	(2, 3, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	    1.0	  682.0	  681.0	-0.073000	-0.199000	0.048000	 42	9.0
ktau    	elsio1-lr-11 	Random  	 2799	(3, 4, 'rho', 's-invariant', 'miss', 'ridge', 'multiple')         	    1.0	  682.0	  681.0	-0.163000	-0.800000	0.473000	  5	9.0
ktau    	elsio1-lr-22 	Random  	 3281	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	    1.0	 2332.0	 2331.0	-0.036000	-0.199000	0.127000	 42	9.0
lracc   	whoqol-lr-11 	Polygrid	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	 1057.0	 1057.0	    0.0	0.656000	0.627000	0.683000	 50	1.0
lracc   	whoqol-lr-22 	Polygrid	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1078.0	 1078.0	    0.0	0.053000	0.044000	0.062000	 50	3.0
lracc   	ampiab-lr-11 	Polygrid	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1331.0	 1331.0	    0.0	0.765000	0.755000	0.775000	 50	5.0
lracc   	ampiab-lr-22 	Polygrid	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	 1342.0	 1342.0	    0.0	0.117000	0.106000	0.128000	 50	4.0
lracc   	elsio1-lr-11 	Polygrid	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	 1331.0	 1331.0	    0.0	0.689000	0.673000	0.706000	 50	4.0
lracc   	elsio1-lr-22 	Polygrid	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	 1782.0	 1782.0	    0.0	0.085000	0.078000	0.090000	 50	4.0
lracc   	whoqol-lr-11 	Linear  	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	   44.0	 1057.0	 1013.0	0.109000	0.090000	0.128000	 50	8.0
lracc   	whoqol-lr-22 	Linear  	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	   88.0	 1078.0	  990.0	0.009000	0.003000	0.015000	 50	7.0
lracc   	ampiab-lr-11 	Linear  	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	   55.0	 1331.0	 1276.0	0.333000	0.324000	0.342000	 50	8.0
lracc   	ampiab-lr-22 	Linear  	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	  110.0	 1342.0	 1232.0	0.003000	0.001000	0.004000	 50	8.0
lracc   	elsio1-lr-11 	Linear  	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	   55.0	 1331.0	 1276.0	0.134000	0.128000	0.140000	 50	8.0
lracc   	elsio1-lr-22 	Linear  	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	  110.0	 1782.0	 1672.0	0.027000	0.024000	0.031000	 50	7.0
lracc   	whoqol-lr-11 	Ridge   	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	   55.0	 1057.0	 1002.0	0.278000	0.259000	0.297000	 50	7.0
lracc   	whoqol-lr-22 	Ridge   	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  110.0	 1078.0	  968.0	0.005000	0.001000	0.009000	 50	8.0
lracc   	ampiab-lr-11 	Ridge   	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	   66.0	 1331.0	 1265.0	0.504000	0.493000	0.515000	 50	7.0
lracc   	ampiab-lr-22 	Ridge   	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	  132.0	 1342.0	 1210.0	0.006000	0.004000	0.008000	 50	7.0
